Comment,anti1,anti2,anti3,cent1,cent2,cent3,sov1,sov2,sov3,none1,none2,none3,Populism
"Das was Sie da auf der Krim sehen, genauer an der Grenze zur Krim, nennt sich Siwasch und ist natürlich. 
Die Farbe kommt von Algen die einen Farbstoff produzieren.",0,0,0,0,0,0,0,0,0,1,1,1,0
"In erster Linie will Kogler verhindern, dass Kurz den Grünen ein Scheitern der Koalitionsverhandlungen mit einem "" die wollten sowieso nie"" umhängen. kann.

Das Hauptproblem bleibt ja weiterhin, sich gegen die Meinungsmache und Propagandamacht von Kurz, dem jede Partei, einschließlich der eigenen zutiefsr misstraut (wie geatern ""im Zentrum"" deutlich wurde), zu wappnen.",1,1,1,0,0,0,0,0,0,0,0,0,1
"grauslig und wichtig zu hören!

mich würde interessieren, wie der herr den antisemitismus stoppen würde?

wir sind gerade in einer spirale aus realen migrationsproblemen und dummen verleumdungen der blaunen. dann ein kanzler der seine arbeit gut macht, aber tendenzen von einem jungen orban oder jungen erdogan aufweist. unterm strich kann das liberale österreich in 15 jahren ganz anders aussehen.

herr spielmann ist ein zeitzeuge und kann die mechanismen und vorgänge vor dem anschluss bestimmt gut verknüpfen und das kernproblem offen legen. wäre spannend zu hören, was er darüber denkt.",0,1,0,0,0,0,0,0,0,1,0,1,0
"Daß die angeblich so altruistische Entwicklungshilfe mit erhobenem Zeigefinger der Europäer bloß die lokalen Eliten und westliche Exporteure und NGO´s glücklich gemacht hat, ist die eine Seite
Daß eben diese Eliten nichts dabei finden, sich jetzt mit Haut und Haaren China auszuliefern für einen Apfel und ein Ei, die andere.
Der Kolonialismus der Europäer wird zu Recht angeprangert. 
Daß Schwarzafrikaner lang vor den Portugiesen, Holländern und Engländern von den eigenen Eliten, Nachbarvölkern, Arabern und Berbern versklavt wurden, wird gerne unter den Tisch fallen gelassen.
Da werden jetzt wieder viele  ""Whataboutism"" schreien.
Immer auf andere zu zeigen ist bequem. Irgendwann wird man aber auch den Finger dahin legen müssen, wo´s weh tut.",1,1,1,0,0,0,0,0,0,0,0,0,1
sehr komische Ansicht. Wenn mich jemans verprügelt und beraubt soll ich mir das mit ihm ausmachen?,0,0,0,0,0,0,0,0,0,1,1,1,0
"""Das gönne ich den überheblichen BVB Fans.""

Realistisch gesehn gibt es bei jedem Verein u.a. überhebliche Fans wenn es mal eine gewisse Zeit lang gut läuft. Da zum Beispiel gewisse Bayern-Fans (quasi getreu den Oberbossen) darin auch schon (durch jahrelange Erfahrung) bestens geübt sind, können sie leider den überheblichen BVB-Fans auch nicht als Vorbildwirkung dienen um zu zeigen wie man es besser machen sollte...schade.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Weil die Welt bald untergehen wird. Die Maya-Prophezeiung, die mit 2012 nicht eingetreten ist, war ja nur falsch übersetzt. Oder so.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Auf Kurz sind viele reingefallen die grundsätzlich gemäßigte Konservative sind. Der Mann ist ein Blender, für mich war die Mitterlehner Geschichte schon genug Warnzeichen, dass ich nichts gutes von ihm erwartet hab. Er erinnerte mich damals schon an Haider in extra bösartig. Ich lag leider absolut richtig wie so oft, wie gesagt leider. 
Ich denke die Zeit für eine Partei der Mitte die für vernünftige Ideen und Dialog von allen Seiten offen ist, ist überfällig, die ÖVP bedient sie nicht mehr und die SPÖ kommt aus dem eigenen Schwachmatensumpf ala Dokoszil, Bures, Faymann und Gusenbauer nicht mehr heraus.",0,1,0,0,0,0,0,0,0,1,0,1,0
"Nein, Övp und Spö sind Parteien, die vielschichtige Interessen berücksichtigen, wie es in einer Demokratie sein soll. Grün vertritt sektenartig einseitig die Interessen der Autohasser, dh. Auto ist per se pfuigack, obwohl ohne Auto unser System nicht überlebensfähig wäre. Die Öffis zb. sind zur rush hour randvoll.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Grundsätzlich Zustimmung!
Doch jeder Mensch hat einen ganz persönlichen eigenen HAUSVERSTAND. Aus diesem Grund braucht es zusätzlich etwas anderes in der Gesellschaft, um das gemeinsame Zusammenleben regelt. GESETZE und Verordnungen. 
Das heißt, Hausverstand JA! Jedoch darüber gelten in einem Rechtsstaat Gesetze, die.sinnvoll sein müssen.

Das fehlt gerade sehr :-(((",0,0,0,0,0,0,0,0,0,1,1,1,0
"Wer sind denn ""die Medien""? Rechtsorientierte Medien? Linksorientierte? Mitte? Der Boulevard? Genauso die Eliten: welche Eliten? Politische Eliten, Rechts/ Mitte/ Links? Wirtschaft? Militär?
Diese Argumentation funktioniert hinten und vorne nicht, so einfach ist die Welt nun mal nicht gestrickt.",0,0,0,0,0,0,0,0,0,1,0,1,0
"Der erste strategische Fehler ist der ÖVP unterlaufen, als sie einem machthungrigen jungen Mann ihre Seele verkaufte. Hat sich die Hoffnung auf gute Werte ursprünglich erfüllt, so ist sie jetzt einer verschworenen Clique von Jungen, die ein böses Spiel spielen, ausgeliefert. Eine halbwegs hübsche Verpackung kann nicht über inhaltliche Leere, wie Unerfahrenheit, Unwissenheit und Unvermögen, hinwegtäuschen.
Sobald sich tatsächliche Schwierigkeiten auftun, offenbart sich das Potemkin'sche Dorf des System Kurz. Rundumschläge gegen die Grundfesten unseres Rechtsstaates folgen, sowie Ignoranz und Arroganz gegenüber uns allen. 
Jetzt zeigt sich das wahre Dilemma, wenn die Verpackung mehr zählt als der Inhalt...",1,1,0,0,0,0,0,0,0,0,0,1,1
"Viele Menschen wollen aus tiefer Enttäuschung die etablierten Parteien nicht wählen. Wählen sie die FPÖ, werden sie denunziert und die Neos biedern sich zu sehr an die SPÖ an, in der Hoffnung durch die internationale Macht direkt oder indirekt unterstützt zu werden. Deshalb wählen sie einfach, auch viele konservative Bürger, was erstaunlich ist, die Kommunisten oder gänzlich neue Parteien, wie die Mfg. Ist Wurst, welche Ideologie dahintersteckt. Hauptsache anders. Das müsste die etablierten Parteien doch schrecken.",0,0,0,0,0,0,0,0,0,1,1,1,0
"woher nehmen sie die Überzeugung, dass eine deutliche Mehrheit der Bevölkerung gegen ein allgemeines Rauchverbot in der Gastronomie wäre...und selbst wenn es so wäre, sagt das noch nichts darüber aus, ob das jetzt eine linke oder rechte Angelegenheit ist(und abgesehen davon:wenn die deutliche Mehrheit für ein solches Rauchverbot wäre, dann wäre es der populistische Standpunkt, dass man dafür ist und nicht dagegen...Populismus will sich ja der Mehrheitsmeinung anbiedern nicht der Minderheitsmeinung)",0,0,0,0,0,0,0,0,0,1,1,1,0
"Das Desaster wird kommen, weil ein weiterer Repressionswinter in Wien POLITISCH GEWÜNSCHT wird. Mückstein braucht noch seinen Auftritt, muss noch Kante und Härte zeigen können, bevor uns dann im Frühjahr der Messias persönlich in die Freiheit entlässt.

Die Propagandamaschine läuft bereits. Was sie am wenigsten brauchen können, ist nicht mehr weiter steigende Zahlen. Man wird sehen, das nächste Manöver wird darauf hinauslaufen, die Anzahl der Tests massiv zu erhöhen, um eine hohe Pseudo-Inzidenz zu erzeugen.",1,1,1,0,0,0,0,0,0,0,0,0,1
"Das die ÖVP kalmiert ist verständlich. Das ist eben die politische Landschaft in Österreich, quer durch alle Großparteien. Ein Sumpf der jahrzehntelang bewässert wurde um zu einem undurchdringlichen Filz aus Politik, Wirtschaft und Günstlingen zu wachsen. Die Wirtschaft spendet, die Politik bedankt sich durch Gesetze und Günstlingen in guten Positionen. Alles Gut..aber bitte nicht aufregen wenn Österreich mit einer Bananenrepublik verglichen wird. Die Methoden mögen andere sein, aber die Handlungen und das Ergebnis bleibt das gleiche.
Nebenbei, dass bei dem nicht öffentlichen Treffen der Adlerrunde mit Kurz und Schrammböck Corona kein Thema war ist so wahrscheinlich wie eine Landung am Mars 2021.",1,1,1,0,0,0,0,0,0,0,0,0,1
"Ein Konsens hat sich höchstens auf der repräsentativen Ebene, aber zu keinem Zeitpunkt gab es einen tatsächlichen Konsens der Mehrheit der Bevölkerung dazu.

Das ist auch der Grund, warum so viele Menschen das Vertrauen in die repräsentative Demokratie verloren haben, die ihre demokratische Legitimität nur so lange und so weit besitzt, wie sie tatsächlich(sic!) die Mehrheit der Wähler repräsentiert.",1,1,1,1,0,1,1,1,0,0,0,0,1
"Die ÖVP hat einen koalitionsfreien Raum in den Pakt mit den Grünen hinein reklamiert.
Den können die Grünen jetzt nützen und mit der Opposition die Strafen der Bürger zu Fall bringen.
Ich fürchte aber dazu sind sie einfach zu feige",0,0,0,0,0,0,0,0,0,1,1,1,0
"Aber Sie denken, nicht das SPÖ-ler nicht korrupt sind, oder?
BAWAG, Konsum, alle parteinahen Organisationen in Wien....
Da geht es sogar darum, dass jeder an Kleinigkeiten profitiert, über Tätigkeit als Betriebsrat, Mitgliedschaft in Gewerkschaft, etc und auch die Bonzen im Großen.

Und die machen genau so nix.",1,1,1,0,0,0,0,0,0,0,0,0,1
"Das wäre der Irrsinn zum Quadrat.  Sich ganz den Marionetten, Lakaien der Geldelite ausliefern. Wie kann man so blauäugig sein? Reicht ihnen die Wirtschafts und Finanzpolitik die jetzt uraufgeführt wird nicht?  Nochmals zum Verständnis: Die arbeiten nicht für den kleinen Mann sondern für die Geldelite.",1,1,1,0,0,0,0,0,0,0,0,0,1
"Ahh, in Bregenz hat sich heute wohl auch die geistige Elite versammelt. Es ist zum schämen.

https://thumbs.vol.at/?maxh=1024&maxw=1024&url=http://www.vol.at/galerie-anzeigen/15399019/15399088.jpg",0,0,0,0,0,0,0,0,0,1,1,1,0
Deutschland und Frankreich haben massive Lieferungen gekommen. Österreich ist sogar dafür mal wieder zu dumm gewesen.,0,0,0,0,0,0,0,0,0,1,1,1,0
"Er mag nur für die Leute eine Hoffnung darstellen, die rechte Politik unter dem Deckmantel der Roten wollen. Also jene, die sich schämen die Blauen zu wählen, es aber doch tun.",0,0,0,0,0,0,0,0,0,1,1,1,0
Hm? Ich würde diese freie Zeit natürlich mit der Familie und super Spielen genießen ;-),0,0,0,0,0,0,0,0,0,1,1,1,0
"Da ist sicherlich was dran.
z.B. die Heilgymnastik, über die ich ja anfangs nicht sehr glücklich war, hat mir wegen der sehr sympathischen Trainerin dann doch Spaß gemacht.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Wo ist der verlinkt? Meinen Sie Ihr Ausgangsposting? Falls ja, so steht da nichts hierfür relevantes.",0,0,0,0,0,0,0,0,0,1,1,1,0
"> Volksabstimmung zum EU-Beitritt 1994 in Zweifel ziehen

Darf man ja auch. Die Zustimmung lag bei ca. 30%, dann begann eine massive Propagandaschlacht (u.a. auch EU-finanziert) und binnen einem Jahr drehte sich die Zustimmung auf 66%.

> Sie übersehen

Nein, Sie missverstehen. Das Konzept eines ""postnationalen Europa"" existiert schon sehr lange und ist ergebnisoffen - vom ""Europa der Regionen"" bis hin zu den ""Vereinigten Staaten Europas"".
Wir wissen ja längst, dass die althergebrachten, europäischen Nationalstaaten mit ihren willkürlichen Grenzziehungen für sich keinerlei Bedeutung/Durchsetzungskraft in dieser globalisierten & wirtschaftsliberalisierten Welt haben - weder sicherheits-, noch umwelt-, noch wirtschafts- oder fiskalpolitisch.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Die Firma die zwar lauter Aufträge hat, aber keine Arbeiter findet und dann auch zusperren muss ist sowieso nicht überlebensfähig! 

Soetwas gibt es aber eh kaum ! Was es aber gibt ist, dass Handweksbetriebe Aufträge ablehnen müssen, weil die Mitarbeiter fehlten ( pleite gingen sie deswegen noch lange nicht )

Aber das gab's schon öfters, es kann auch nicht jeder Dorfelektriker ein Grossprojekt übernehmen ( auch wenn er es vielleicht gerne würde )",0,0,0,0,0,0,0,0,0,1,1,1,0
"In Zwentendorf gibt es schon lange nichts mehr, was man wieder hochfahren könnte.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Sie haben ihre Gier von der Materiellen Welt auf der Intellektuellen Welt verschoben. Sie sind gierig indem sie an eine Idee festgebunden sind. 
Genau die Behauptung sie seien nicht gierig ist der Beweis dafür. Sie analysieren nicht mehr. Sie wissen schon alles und beurteilen. Ich weiss nicht was für Bücher sie lesen oder woher diese Ideen haben aber ich vermute sie haben noch nicht ganz verstanden. Sie brauchen noch Zeit dafür.",0,0,0,0,0,0,0,0,0,1,1,1,0
"""So geil aufs Regieren sind wir aber nicht, dass wir Prinzipien über Bord werfen""

Das gefällt mir, Frau Nossek. 

Das hätten Ihre Kollegen im Wr. Gemeinderat schon am 1. Juni 2017 beherzigen sollen, als sie einer Gefälligkeitswidmung zustimmten und das Desaster im Herbst 2017 mitverursachten. Auch wenn jetzt die Grünen wieder im Parlament sind, vergesst nicht: Eure Wähler sind kein Stimmvieh!",1,1,0,0,1,0,0,0,0,0,0,1,1
"Es steht nur, dass man es glaubhaft machen muss.
Wie immer das auch aussehen soll.",0,0,0,0,0,0,0,0,0,1,1,1,0
Wieso fehlt der Hausverstand? Was ist für sie Hausverstand? Das was unsere ach so tolle Regierung in den PK predigt?,0,0,0,0,0,0,0,0,0,1,1,1,0
"Jemandem vorwerfen sich aufzublasen und gleich noch ""ein opinion piece"" hinterher zu schicken um gleich mal das Territorium zu markieren und verbal einen drauf zu hauen find ich bemerkenswert überheblich und eigentlich sehr charakterschwach von Ihnen.

Am Ende geben Sie mir aber Recht, ohne mir mit Argumenten zu widersprechen...
""jaja, da haben Sie, genau genommen schon Recht, aber trotzdem""

Nur wollen Sie Ihr eigens Unvermögen oder Ihre Fehlbarkeit nicht wirklich zugeben und stattdessen werden Sie persönlich und abschweifend kleinlich... 

SO wollen Sie also in Erinnerung bleiben?",0,0,0,0,0,0,0,0,0,1,1,1,0
"""Wir brauchen kein Elitendenken, wir sollten mit Hausverstand die notwendigen Dinge für die Bevölkerung regeln.""

Der Hausverstand sagt einem auch, dass sich die Sonne um die Erde dreht (sieht man ja), oder dass das Wesen des Fliegens das Schlagen mit Flügeln ist (machen die Vögel auch).",0,0,0,0,0,0,0,0,0,1,1,1,0
"Die Variante gefällt mir nicht, das stimmt. Ich verliere meinen bisherigen Feiertag. Andererseits kann ich die Argumentation aber nachvollziehen und nehme die Entscheidung der Regierung zur Kenntnis. Was mich aber wirklich ärgert, ist die Tatsache, dass es nach wie vor als die für alle “perfekte“ Lösung verkauft wird (“niemandem wird etwas weggenommen“). Das stimmt einfach nicht, und es auch im Nachhinein nicht zu korrigieren ist arrogant und eine Verhöhnung der Protestanten in diesem Land. Im Übrigen war mir sehr wohl bewusst, dass es mehrere Varianten gab, die zur Diskussion standen. Ich bitte Sie also, mich nicht darüber zu belehren was ich vermutlich geglaubt habe.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Ja. Schluss mit den Testmätzchen. Womöglich auch noch Geld für Anreize verbraten.

Im Jännr könnte und sollte schon geimpft werden.",0,0,0,0,0,0,0,0,0,1,1,1,0
"weit gefehlt! ich als heuschnupfer freue mich schon ein wenig auf die nächste pollensaison! da werd ich dann nämlich einfach eine ffp2 maske tragen! ohne corona wäre ich nie auf die idee gekommen!

kann natürlich sein dass es nichts hilft. aber einen versuch ist es wert! :-)",0,0,0,0,0,0,0,0,0,1,1,1,0
"Das Problem: In  den ""russischen"" Propagandafilmen sind auch die Supermärkte voll, das Volk glücklich und alles ist super. Daher wird deren Volk ihnen glauben, wenn sie behaupten, dass auch das nur Propagandafilme sind, und es ja noch viel schlimmer ist als in ""Russland"" (als Beispielstaat).",1,1,1,0,0,0,0,0,0,0,0,0,1
"Diese sogenannte ""Bukarester Behörde"" hat keine legitime Grundlage und handelt entsprechend den Vorstellungen des verurteilten Liviu Dragneas. Hier hat sich eine Mafia exekutive Gewalt angeeignet. Ich würde gerne wissen, wie gegen die Bildung einer kriminellen Vereinigung an der Staatsspitze Rumäniens vorgegangen werden kann.",0,1,0,0,0,0,0,0,0,1,0,1,0
"Und der Hausverstand hat recht....

Es gibt in Ö kaum Prävention. (Früherkennung nenne ich nicht Prävention).

Ich will, dass es mir gut geht. Also schaue ich mir im Umfeld immer positive Beispiele an  - ich lerne gerne von meinen Mitmenschen (egal ob es um Gesundheit geht, oder Harmonie in der Familie oder leichtes, lustvolles Geldverdienen... Das Leben muss keine Qual sein..)
Analog dazu ist es doch gut zu schauen, warum >95% NICHT ins Spital mussten. Was haben/hatten die, was die 5% nicht hatten?
Nicht jeder Übergewichtige oder Diabetiker ist automatisch ein schwerer Fall gewesen. usw...
Hausverstand ist gut und wichtig. 
Leider geht er unter, da sich PolitikerInnen weltweit profilieren statt evidenzbasiert zu entscheiden.",1,1,1,0,0,0,0,0,0,0,0,0,1
"Unser Bundesheer verfügt über einige wenige blitzgscheite, gebildete, vernünftige Menschen, aber über sehr viele minderbemittelte, ungebildete mit einem kräftigen Schuss toxischer Maskulinität versetzte und sehr rechtslastige Männer. Letztere sind  weder fähig noch würdig uns zu verteidigen, im Gegenteil viele sind einfach eine Schande für die Republik Österreich. Kern des Problems: Wie bilde ich Soldaten aus, ohne sie zu toxischen Kampfmaschinen, zu willfährigen Befehlsempfängern mit einem geschlossenen Weltbild zu machen? Wie mache ich das Bundesheer attraktiv für motivierte, gut ausgebildete, politisch diverse Menschen? Jedenfalls nicht, solange die Theresianische Militärakademie ein Zerrbild einer Fachhochschule bleibt.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Das ist so geil
Wir schicken unsere schwächsten Politiker (die schwächsten also da wären Kurz und so die besten mal drüber nachdenken) nach Brüssel und wundern uns immer wieder, dass da sehr viel Schwachsinn passiert
Dann stellen sich die nationalen Politiker hin und schimpfen auf die EU
Das ist sowas von völlig bescheuert und jedes Blatt welches diesen Müll weiterverzapft sollte sich hinterfragen",1,0,0,0,0,0,0,0,0,0,1,1,0
"NOW I am rich, so who cares !

Es sollten sich die Menschen halt überlegen warum sie so gerne heile Familienvideos sehen möchten.

Die neue Deppensteuer ist die Zeit, die man mit You Tube Videos von Influencern verbringt.",0,0,0,0,0,0,0,0,0,1,1,1,0
